Phi[deg],Theta[deg],re(rEY)[mV]
100,44,1186.52
102,44,1241.98
104,44,1299.29
106,44,1358.14
108,44,1418.23
110,44,1479.26
112,44,1540.9
114,44,1602.83
116,44,1664.73
118,44,1726.27
120,44,1787.12
122,44,1846.97
124,44,1905.48
126,44,1962.35
128,44,2017.28
130,44,2069.97
132,44,2120.14
134,44,2167.53
136,44,2211.88
138,44,2252.96
140,44,2290.55
142,44,2324.46
144,44,2354.52
146,44,2380.56
148,44,2402.47
150,44,2420.13
152,44,2433.47
154,44,2442.42
156,44,2446.94
158,44,2447.04
160,44,2442.71
162,44,2434
164,44,2420.97
166,44,2403.69
168,44,2382.27
170,44,2356.84
172,44,2327.53
174,44,2294.51
176,44,2257.96
178,44,2218.07
180,44,2175.06
-180,46,2143.71
-178,46,2095.64
-176,46,2044.76
-174,46,1991.34
-172,46,1935.67
-170,46,1878.02
-168,46,1818.69
-166,46,1757.99
-164,46,1696.22
-162,46,1633.71
-160,46,1570.77
-158,46,1507.73
-156,46,1444.9
-154,46,1382.6
-152,46,1321.14
-150,46,1260.85
-148,46,1202.01
-146,46,1144.93
-144,46,1089.89
-142,46,1037.17
-140,46,987.009
-138,46,939.665
-136,46,895.362
-134,46,854.309
-132,46,816.695
-130,46,782.691
-128,46,752.447
-126,46,726.089
-124,46,703.725
-122,46,685.438
-120,46,671.29
-118,46,661.321
-116,46,655.548
-114,46,653.968
-112,46,656.556
-110,46,663.266
-108,46,674.034
-106,46,688.776
-104,46,707.392
-102,46,729.763
-100,46,755.756
-98,46,785.222
-96,46,818
-94,46,853.915
-92,46,892.78
-90,46,934.401
-88,46,978.57
-86,46,1025.07
-84,46,1073.69
-82,46,1124.19
-80,46,1176.34
-78,46,1229.89
-76,46,1284.62
-74,46,1340.26
-72,46,1396.58
-70,46,1453.31
-68,46,1510.22
-66,46,1567.04
-64,46,1623.53
-62,46,1679.44
-60,46,1734.53
-58,46,1788.55
-56,46,1841.27
-54,46,1892.46
-52,46,1941.89
-50,46,1989.35
-48,46,2034.63
-46,46,2077.54
-44,46,2117.88
-42,46,2155.49
-40,46,2190.18
-38,46,2221.83
-36,46,2250.27
-34,46,2275.4
-32,46,2297.09
-30,46,2315.25
-28,46,2329.8
-26,46,2340.67
-24,46,2347.81
-22,46,2351.18
-20,46,2350.76
-18,46,2346.53
-16,46,2338.52
-14,46,2326.73
-12,46,2311.21
-10,46,2292.01
-8,46,2269.2
-6,46,2242.86
-4,46,2213.08
-2,46,2179.98
0,46,2143.69
2,46,2104.34
4,46,2062.09
6,46,2017.11
8,46,1969.58
10,46,1919.69
12,46,1867.67
14,46,1813.72
16,46,1758.09
18,46,1701.02
20,46,1642.76
22,46,1583.59
24,46,1523.78
26,46,1463.61
28,46,1403.38
30,46,1343.37
32,46,1283.88
34,46,1225.21
36,46,1167.67
38,46,1111.55
40,46,1057.14
42,46,1004.73
44,46,954.602
46,46,907.026
48,46,862.261
50,46,820.556
52,46,782.143
54,46,747.237
56,46,716.038
58,46,688.726
60,46,665.46
62,46,646.379
64,46,631.601
66,46,621.218
68,46,615.302
70,46,613.9
72,46,617.035
74,46,624.708
76,46,636.893
78,46,653.543
80,46,674.586
82,46,699.927
84,46,729.449
86,46,763.012
88,46,800.458
90,46,841.603
92,46,886.248
94,46,934.173
96,46,985.141
98,46,1038.9
100,46,1095.17
102,46,1153.68
104,46,1214.13
106,46,1276.2
108,46,1339.59
110,46,1403.96
112,46,1468.98
114,46,1534.3
116,46,1599.6
118,46,1664.52
120,46,1728.71
122,46,1791.86
124,46,1853.6
126,46,1913.63
128,46,1971.61
130,46,2027.24
132,46,2080.22
134,46,2130.28
136,46,2177.15
138,46,2220.58
140,46,2260.34
142,46,2296.24
144,46,2328.08
146,46,2355.71
148,46,2378.99
150,46,2397.8
152,46,2412.07
154,46,2421.73
156,46,2426.73
158,46,2427.08
160,46,2422.78
162,46,2413.87
164,46,2400.42
166,46,2382.5
168,46,2360.23
170,46,2333.73
172,46,2303.15
174,46,2268.66
176,46,2230.45
178,46,2188.73
180,46,2143.71
-180,48,2111.48
-178,48,2061.43
-176,48,2008.43
-174,48,1952.76
-172,48,1894.7
-170,48,1834.56
-168,48,1772.64
-166,48,1709.26
-164,48,1644.75
-162,48,1579.42
-160,48,1513.63
-158,48,1447.7
-156,48,1381.96
-154,48,1316.77
-152,48,1252.43
-150,48,1189.29
-148,48,1127.66
-146,48,1067.86
-144,48,1010.17
-142,48,954.898
-140,48,902.309
-138,48,852.663
-136,48,806.198
-134,48,763.138
-132,48,723.683
-130,48,688.014
-128,48,656.291
-126,48,628.647
-124,48,605.198
-122,48,586.03
-120,48,571.21
-118,48,560.781
-116,48,554.76
-114,48,553.143
-112,48,555.904
-110,48,562.995
-108,48,574.347
-106,48,589.873
-104,48,609.464
-102,48,632.997
-100,48,660.33
-98,48,691.306
-96,48,725.755
-94,48,763.493
-92,48,804.324
-90,48,848.041
-88,48,894.428
-86,48,943.26
-84,48,994.303
-82,48,1047.32
-80,48,1102.06
-78,48,1158.27
-76,48,1215.7
-74,48,1274.09
-72,48,1333.18
-70,48,1392.7
-68,48,1452.4
-66,48,1512
-64,48,1571.25
-62,48,1629.89
-60,48,1687.65
-58,48,1744.29
-56,48,1799.55
-54,48,1853.2
-52,48,1905
-50,48,1954.72
-48,48,2002.14
-46,48,2047.06
-44,48,2089.27
-42,48,2128.6
-40,48,2164.87
-38,48,2197.92
-36,48,2227.61
-34,48,2253.8
-32,48,2276.38
-30,48,2295.24
-28,48,2310.31
-26,48,2321.5
-24,48,2328.77
-22,48,2332.07
-20,48,2331.39
-18,48,2326.71
-16,48,2318.04
-14,48,2305.42
-12,48,2288.87
-10,48,2268.46
-8,48,2244.26
-6,48,2216.35
-4,48,2184.83
-2,48,2149.82
0,48,2111.46
2,48,2069.88
4,48,2025.26
6,48,1977.77
8,48,1927.61
10,48,1874.97
12,48,1820.08
14,48,1763.18
16,48,1704.5
18,48,1644.32
20,48,1582.89
22,48,1520.51
24,48,1457.45
26,48,1394.03
28,48,1330.54
30,48,1267.3
32,48,1204.62
34,48,1142.81
36,48,1082.19
38,48,1023.08
40,48,965.786
42,48,910.61
44,48,857.848
46,48,807.786
48,48,760.698
50,48,716.843
52,48,676.466
54,48,639.793
56,48,607.033
58,48,578.373
60,48,553.98
62,48,533.997
64,48,518.544
66,48,507.719
68,48,501.593
70,48,500.213
72,48,503.6
74,48,511.753
76,48,524.641
78,48,542.212
80,48,564.389
82,48,591.07
84,48,622.129
86,48,657.42
88,48,696.773
90,48,739.996
92,48,786.878
94,48,837.189
96,48,890.68
98,48,947.084
100,48,1006.12
102,48,1067.49
104,48,1130.88
106,48,1195.98
108,48,1262.44
110,48,1329.93
112,48,1398.1
114,48,1466.59
116,48,1535.05
118,48,1603.12
120,48,1670.44
122,48,1736.65
124,48,1801.41
126,48,1864.37
128,48,1925.2
130,48,1983.57
132,48,2039.18
134,48,2091.73
136,48,2140.95
138,48,2186.58
140,48,2228.38
142,48,2266.14
144,48,2299.66
146,48,2328.79
148,48,2353.37
150,48,2373.28
152,48,2388.45
154,48,2398.8
156,48,2404.29
158,48,2404.92
160,48,2400.69
162,48,2391.64
164,48,2377.84
166,48,2359.38
168,48,2336.36
170,48,2308.91
172,48,2277.2
174,48,2241.4
176,48,2201.7
178,48,2158.32
180,48,2111.48
-180,50,2078.39
-178,50,2026.58
-176,50,1971.68
-174,50,1913.98
-172,50,1853.77
-170,50,1791.37
-168,50,1727.1
-166,50,1661.27
-164,50,1594.23
-162,50,1526.32
-160,50,1457.89
-158,50,1389.29
-156,50,1320.87
-154,50,1252.97
-152,50,1185.95
-150,50,1120.14
-148,50,1055.88
-146,50,993.509
-144,50,933.327
-142,50,875.642
-140,50,820.744
-138,50,768.902
-136,50,720.373
-134,50,675.389
-132,50,634.164
-130,50,596.889
-128,50,563.731
-126,50,534.836
-124,50,510.321
-122,50,490.282
-120,50,474.788
-118,50,463.884
-116,50,457.59
-114,50,455.901
-112,50,458.791
-110,50,466.208
-108,50,478.081
-106,50,494.317
-104,50,514.803
-102,50,539.408
-100,50,567.985
-98,50,600.369
-96,50,636.38
-94,50,675.826
-92,50,718.503
-90,50,764.193
-88,50,812.67
-86,50,863.698
-84,50,917.034
-82,50,972.426
-80,50,1029.62
-78,50,1088.35
-76,50,1148.34
-74,50,1209.34
-72,50,1271.06
-70,50,1333.24
-68,50,1395.59
-66,50,1457.84
-64,50,1519.71
-62,50,1580.94
-60,50,1641.25
-58,50,1700.38
-56,50,1758.07
-54,50,1814.05
-52,50,1868.1
-50,50,1919.97
-48,50,1969.42
-46,50,2016.25
-44,50,2060.24
-42,50,2101.21
-40,50,2138.97
-38,50,2173.35
-36,50,2204.2
-34,50,2231.39
-32,50,2254.79
-30,50,2274.3
-28,50,2289.82
-26,50,2301.29
-24,50,2308.65
-22,50,2311.86
-20,50,2310.9
-18,50,2305.76
-16,50,2296.45
-14,50,2282.99
-12,50,2265.43
-10,50,2243.83
-8,50,2218.26
-6,50,2188.82
-4,50,2155.6
-2,50,2118.74
0,50,2078.37
2,50,2034.65
4,50,1987.74
6,50,1937.84
8,50,1885.14
10,50,1829.86
12,50,1772.22
14,50,1712.48
16,50,1650.9
18,50,1587.74
20,50,1523.29
22,50,1457.84
24,50,1391.7
26,50,1325.18
28,50,1258.61
30,50,1192.31
32,50,1126.6
34,50,1061.83
36,50,998.317
38,50,936.399
40,50,876.399
42,50,818.635
44,50,763.417
46,50,711.046
48,50,661.806
50,50,615.97
52,50,573.793
54,50,535.509
56,50,501.336
58,50,471.468
60,50,446.077
62,50,425.31
64,50,409.29
66,50,398.116
68,50,391.858
70,50,390.563
72,50,394.251
74,50,402.913
76,50,416.518
78,50,435.006
80,50,458.294
82,50,486.272
84,50,518.809
86,50,555.747
88,50,596.908
90,50,642.092
92,50,691.077
94,50,743.621
96,50,799.467
98,50,858.335
100,50,919.932
102,50,983.951
104,50,1050.07
106,50,1117.95
108,50,1187.24
110,50,1257.61
112,50,1328.67
114,50,1400.07
116,50,1471.43
118,50,1542.38
120,50,1612.56
122,50,1681.59
124,50,1749.1
126,50,1814.75
128,50,1878.19
130,50,1939.07
132,50,1997.09
134,50,2051.94
136,50,2103.32
138,50,2150.97
140,50,2194.65
142,50,2234.14
144,50,2269.23
146,50,2299.74
148,50,2325.54
150,50,2346.5
152,50,2362.52
154,50,2373.55
156,50,2379.53
158,50,2380.45
160,50,2376.33
162,50,2367.21
164,50,2353.15
166,50,2334.24
168,50,2310.6
170,50,2282.35
172,50,2249.67
174,50,2212.72
176,50,2171.71
178,50,2126.85
180,50,2078.39
-180,52,2044.5
-178,52,1991.15
-176,52,1934.59
-174,52,1875.11
-172,52,1813
-170,52,1748.6
-168,52,1682.21
-166,52,1614.2
-164,52,1544.89
-162,52,1474.64
-160,52,1403.82
-158,52,1332.79
-156,52,1261.9
-154,52,1191.52
-152,52,1122.02
-150,52,1053.75
-148,52,987.055
-146,52,922.286
-144,52,859.769
-142,52,799.822
-140,52,742.749
-138,52,688.835
-136,52,638.347
-134,52,591.532
-132,52,548.615
-130,52,509.797
-128,52,475.256
-126,52,445.143
-124,52,419.586
-122,52,398.684
-120,52,382.511
-118,52,371.115
-116,52,364.518
-114,52,362.716
-112,52,365.681
-110,52,373.361
-108,52,385.68
-106,52,402.543
-104,52,423.831
-102,52,449.408
-100,52,479.119
-98,52,512.793
-96,52,550.243
-94,52,591.269
-92,52,635.657
-90,52,683.18
-88,52,733.604
-86,52,786.682
-84,52,842.161
-82,52,899.779
-80,52,959.27
-78,52,1020.36
-76,52,1082.77
-74,52,1146.22
-72,52,1210.42
-70,52,1275.09
-68,52,1339.94
-66,52,1404.69
-64,52,1469.04
-62,52,1532.72
-60,52,1595.44
-58,52,1656.92
-56,52,1716.89
-54,52,1775.09
-52,52,1831.26
-50,52,1885.15
-48,52,1936.53
-46,52,1985.15
-44,52,2030.82
-42,52,2073.32
-40,52,2112.47
-38,52,2148.1
-36,52,2180.03
-34,52,2208.14
-32,52,2232.3
-30,52,2252.39
-28,52,2268.33
-26,52,2280.04
-24,52,2287.46
-22,52,2290.54
-20,52,2289.28
-18,52,2283.66
-16,52,2273.7
-14,52,2259.42
-12,52,2240.86
-10,52,2218.1
-8,52,2191.21
-6,52,2160.28
-4,52,2125.42
-2,52,2086.78
0,52,2044.48
2,52,1998.69
4,52,1949.6
6,52,1897.38
8,52,1842.26
10,52,1784.45
12,52,1724.21
14,52,1661.78
16,52,1597.43
18,52,1531.46
20,52,1464.15
22,52,1395.81
24,52,1326.76
26,52,1257.34
28,52,1187.87
30,52,1118.7
32,52,1050.17
34,52,982.631
36,52,916.429
38,52,851.908
40,52,789.407
42,52,729.26
44,52,671.79
46,52,617.308
48,52,566.112
50,52,518.484
52,52,474.689
54,52,434.97
56,52,399.551
58,52,368.631
60,52,342.385
62,52,320.966
64,52,304.497
66,52,293.076
68,52,286.774
70,52,285.634
72,52,289.673
74,52,298.878
76,52,313.212
78,52,332.61
80,52,356.981
82,52,386.209
84,52,420.153
86,52,458.648
88,52,501.506
90,52,548.519
92,52,599.455
94,52,654.063
96,52,712.074
98,52,773.2
100,52,837.139
102,52,903.569
104,52,972.159
106,52,1042.56
108,52,1114.42
110,52,1187.38
112,52,1261.05
114,52,1335.07
116,52,1409.04
118,52,1482.59
120,52,1555.33
122,52,1626.89
124,52,1696.88
126,52,1764.94
128,52,1830.72
130,52,1893.87
132,52,1954.05
134,52,2010.96
136,52,2064.29
138,52,2113.78
140,52,2159.16
142,52,2200.22
144,52,2236.73
146,52,2268.53
148,52,2295.45
150,52,2317.38
152,52,2334.22
154,52,2345.89
156,52,2352.36
158,52,2353.61
160,52,2349.65
162,52,2340.52
164,52,2326.29
166,52,2307.04
168,52,2282.9
170,52,2254
172,52,2220.5
174,52,2182.59
176,52,2140.47
178,52,2094.36
180,52,2044.5
-180,54,2009.82
-178,54,1955.19
-176,54,1897.23
-174,54,1836.22
-172,54,1772.49
-170,54,1706.35
-168,54,1638.14
-166,54,1568.21
-164,54,1496.91
-162,54,1424.59
-160,54,1351.65
-158,54,1278.43
-156,54,1205.33
-154,54,1132.72
-152,54,1060.97
-150,54,990.446
-148,54,921.523
-146,54,854.553
-144,54,789.879
-142,54,727.835
-140,54,668.736
-138,54,612.882
-136,54,560.554
-134,54,512.01
-132,54,467.486
-130,54,427.196
-128,54,391.324
-126,54,360.034
-124,54,333.456
-122,54,311.699
-120,54,294.841
-118,54,282.933
-116,54,275.999
-114,54,274.036
-112,54,277.017
-110,54,284.887
-108,54,297.569
-106,54,314.964
-104,54,336.95
-102,54,363.385
-100,54,394.109
-98,54,428.944
-96,54,467.696
-94,54,510.158
-92,54,556.107
-90,54,605.31
-88,54,657.522
-86,54,712.488
-84,54,769.945
-82,54,829.623
-80,54,891.244
-78,54,954.525
-76,54,1019.18
-74,54,1084.91
-72,54,1151.42
-70,54,1218.42
-68,54,1285.61
-66,54,1352.69
-64,54,1419.36
-62,54,1485.33
-60,54,1550.3
-58,54,1613.98
-56,54,1676.1
-54,54,1736.37
-52,54,1794.53
-50,54,1850.31
-48,54,1903.48
-46,54,1953.79
-44,54,2001.01
-42,54,2044.95
-40,54,2085.39
-38,54,2122.16
-36,54,2155.1
-34,54,2184.05
-32,54,2208.9
-30,54,2229.51
-28,54,2245.81
-26,54,2257.7
-24,54,2265.14
-22,54,2268.08
-20,54,2266.51
-18,54,2260.4
-16,54,2249.79
-14,54,2234.69
-12,54,2215.16
-10,54,2191.27
-8,54,2163.09
-6,54,2130.73
-4,54,2094.3
-2,54,2053.94
0,54,2009.8
2,54,1962.05
4,54,1910.87
6,54,1856.46
8,54,1799.05
10,54,1738.86
12,54,1676.16
14,54,1611.19
16,54,1544.25
18,54,1475.64
20,54,1405.65
22,54,1334.62
24,54,1262.87
26,54,1190.74
28,54,1118.59
30,54,1046.77
32,54,975.64
34,54,905.562
36,54,836.895
38,54,769.999
40,54,705.226
42,54,642.923
44,54,583.424
46,54,527.052
48,54,474.116
50,54,424.906
52,54,379.695
54,54,338.733
56,54,302.249
58,54,270.448
60,54,243.507
62,54,221.578
64,54,204.788
66,54,193.231
68,54,186.977
70,54,186.066
72,54,190.51
74,54,200.291
76,54,215.367
78,54,235.664
80,54,261.085
82,54,291.507
84,54,326.78
86,54,366.731
88,54,411.163
90,54,459.859
92,54,512.579
94,54,569.063
96,54,629.033
98,54,692.192
100,54,758.228
102,54,826.812
104,54,897.603
106,54,970.246
108,54,1044.38
110,54,1119.62
112,54,1195.59
114,54,1271.9
116,54,1348.17
118,54,1423.99
120,54,1498.98
122,54,1572.75
124,54,1644.92
126,54,1715.09
128,54,1782.93
130,54,1848.05
132,54,1910.14
134,54,1968.86
136,54,2023.92
138,54,2075.02
140,54,2121.92
142,54,2164.36
144,54,2202.15
146,54,2235.1
148,54,2263.05
150,54,2285.88
152,54,2303.47
154,54,2315.77
156,54,2322.72
158,54,2324.31
160,54,2320.55
162,54,2311.49
164,54,2297.18
166,54,2277.72
168,54,2253.22
170,54,2223.82
172,54,2189.69
174,54,2151.01
176,54,2107.99
178,54,2060.84
180,54,2009.82
-180,56,1974.4
-178,56,1918.75
-176,56,1859.65
-174,56,1797.41
-172,56,1732.34
-170,56,1664.76
-168,56,1595.02
-166,56,1523.46
-164,56,1450.45
-162,56,1376.36
-160,56,1301.57
-158,56,1226.46
-156,56,1151.42
-154,56,1076.82
-152,56,1003.07
-150,56,930.541
-148,56,859.61
-146,56,790.647
-144,56,724.011
-142,56,660.047
-140,56,599.085
-138,56,541.437
-136,56,487.397
-134,56,437.235
-132,56,391.199
-130,56,349.512
-128,56,312.37
-126,56,279.943
-124,56,252.371
-122,56,229.768
-120,56,212.217
-118,56,199.773
-116,56,192.464
-114,56,190.287
-112,56,193.217
-110,56,201.198
-108,56,214.151
-106,56,231.975
-104,56,254.544
-102,56,281.712
-100,56,313.315
-98,56,349.168
-96,56,389.073
-94,56,432.814
-92,56,480.162
-90,56,530.876
-88,56,584.704
-86,56,641.382
-84,56,700.639
-82,56,762.195
-80,56,825.764
-78,56,891.052
-76,56,957.762
-74,56,1025.59
-72,56,1094.23
-70,56,1163.38
-68,56,1232.73
-66,56,1301.97
-64,56,1370.78
-62,56,1438.87
-60,56,1505.92
-58,56,1571.65
-56,56,1635.75
-54,56,1697.94
-52,56,1757.94
-50,56,1815.48
-48,56,1870.31
-46,56,1922.17
-44,56,1970.83
-42,56,2016.08
-40,56,2057.71
-38,56,2095.54
-36,56,2129.38
-34,56,2159.1
-32,56,2184.55
-30,56,2205.63
-28,56,2222.22
-26,56,2234.26
-24,56,2241.68
-22,56,2244.45
-20,56,2242.54
-18,56,2235.94
-16,56,2224.68
-14,56,2208.79
-12,56,2188.31
-10,56,2163.33
-8,56,2133.91
-6,56,2100.18
-4,56,2062.25
-2,56,2020.26
0,56,1974.38
2,56,1924.76
4,56,1871.62
6,56,1815.15
8,56,1755.59
10,56,1693.17
12,56,1628.17
14,56,1560.85
16,56,1491.5
18,56,1420.44
20,56,1347.99
22,56,1274.47
24,56,1200.23
26,56,1125.64
28,56,1051.04
30,56,976.808
32,56,903.32
34,56,830.948
36,56,760.066
38,56,691.045
40,56,624.251
42,56,560.039
44,56,498.756
46,56,440.735
48,56,386.293
50,56,335.728
52,56,289.32
54,56,247.324
56,56,209.972
58,56,177.472
60,56,150.004
62,56,127.72
64,56,110.743
66,56,99.1678
68,56,93.0597
70,56,92.4543
72,56,97.358
74,56,107.748
76,56,123.574
78,56,144.757
80,56,171.19
82,56,202.743
84,56,239.258
86,56,280.553
88,56,326.424
90,56,376.645
92,56,430.968
94,56,489.124
96,56,550.828
98,56,615.776
100,56,683.647
102,56,754.106
104,56,826.803
106,56,901.377
108,56,977.456
110,56,1054.66
112,56,1132.59
114,56,1210.87
116,56,1289.08
118,56,1366.84
120,56,1443.74
122,56,1519.38
124,56,1593.38
126,56,1665.35
128,56,1734.92
130,56,1801.73
132,56,1865.44
134,56,1925.71
136,56,1982.23
138,56,2034.72
140,56,2082.92
142,56,2126.57
144,56,2165.48
146,56,2199.44
148,56,2228.3
150,56,2251.94
152,56,2270.23
154,56,2283.12
156,56,2290.54
158,56,2292.5
160,56,2289
162,56,2280.07
164,56,2265.78
166,56,2246.22
168,56,2221.51
170,56,2191.78
172,56,2157.21
174,56,2117.97
176,56,2074.26
178,56,2026.32
180,56,1974.4
-180,58,1938.25
-178,58,1881.85
-176,58,1821.92
-174,58,1758.74
-172,58,1692.63
-170,58,1623.92
-168,58,1552.95
-166,58,1480.08
-164,58,1405.68
-162,58,1330.12
-160,58,1253.79
-158,58,1177.07
-156,58,1100.37
-154,58,1024.08
-152,58,948.592
-150,58,874.305
-148,58,801.606
-146,58,730.876
-144,58,662.487
-142,58,596.796
-140,58,534.146
-138,58,474.862
-136,58,419.249
-134,58,367.59
-132,58,320.144
-130,58,277.144
-128,58,238.796
-126,58,205.278
-124,58,176.74
-122,58,153.3
-120,58,135.048
-118,58,122.044
-116,58,114.318
-114,58,111.872
-112,58,114.678
-110,58,122.684
-108,58,135.808
-106,58,153.948
-104,58,176.976
-102,58,204.743
-100,58,237.08
-98,58,273.798
-96,58,314.693
-94,58,359.544
-92,58,408.115
-90,58,460.16
-88,58,515.417
-86,58,573.618
-84,58,634.482
-82,58,697.722
-80,58,763.042
-78,58,830.14
-76,58,898.711
-74,58,968.442
-72,58,1039.02
-70,58,1110.12
-68,58,1181.44
-66,58,1252.64
-64,58,1323.41
-62,58,1393.44
-60,58,1462.4
-58,58,1529.99
-56,58,1595.91
-54,58,1659.86
-52,58,1721.55
-50,58,1780.69
-48,58,1837.03
-46,58,1890.31
-44,58,1940.28
-42,58,1986.73
-40,58,2029.43
-38,58,2068.2
-36,58,2102.86
-34,58,2133.25
-32,58,2159.24
-30,58,2180.7
-28,58,2197.54
-26,58,2209.68
-24,58,2217.05
-22,58,2219.61
-20,58,2217.35
-18,58,2210.26
-16,58,2198.36
-14,58,2181.69
-12,58,2160.29
-10,58,2134.26
-8,58,2103.66
-6,58,2068.63
-4,58,2029.27
-2,58,1985.75
0,58,1938.22
2,58,1886.87
4,58,1831.89
6,58,1773.51
8,58,1711.95
10,58,1647.48
12,58,1580.35
14,58,1510.87
16,58,1439.32
18,58,1366.03
20,58,1291.32
22,58,1215.55
24,58,1139.08
26,58,1062.25
28,58,985.462
30,58,909.084
32,58,833.503
34,58,759.106
36,58,686.279
38,58,615.404
40,58,546.856
42,58,481.003
44,58,418.2
46,58,358.788
48,58,303.092
50,58,251.415
52,58,204.042
54,58,161.233
56,58,123.223
58,58,90.2189
60,58,62.4014
62,58,39.9213
64,58,22.8997
66,58,11.4276
68,58,5.56551
70,58,5.34368
72,58,10.7623
74,58,21.7919
76,58,38.3743
78,58,60.4228
80,58,87.8237
82,58,120.437
84,58,158.097
86,58,200.616
88,58,247.779
90,58,299.353
92,58,355.082
94,58,414.693
96,58,477.892
98,58,544.367
100,58,613.794
102,58,685.83
104,58,760.12
106,58,836.298
108,58,913.987
110,58,992.799
112,58,1072.34
114,58,1152.21
116,58,1232.01
118,58,1311.34
120,58,1389.78
122,58,1466.94
124,58,1542.43
126,58,1615.85
128,58,1686.83
130,58,1755
132,58,1820.02
134,58,1881.55
136,58,1939.27
138,58,1992.91
140,58,2042.18
142,58,2086.85
144,58,2126.69
146,58,2161.53
148,58,2191.18
150,58,2215.53
152,58,2234.46
154,58,2247.89
156,58,2255.79
158,58,2258.14
160,58,2254.93
162,58,2246.21
164,58,2232.04
166,58,2212.52
168,58,2187.74
170,58,2157.86
172,58,2123.04
174,58,2083.45
176,58,2039.3
178,58,1990.82
180,58,1938.25
-180,60,1901.39
-178,60,1844.55
-176,60,1784.07
-174,60,1720.26
-172,60,1653.43
-170,60,1583.91
-168,60,1512.04
-166,60,1438.19
-164,60,1362.72
-162,60,1286.01
-160,60,1208.46
-158,60,1130.45
-156,60,1052.4
-154,60,974.698
-152,60,897.759
-150,60,821.984
-148,60,747.772
-146,60,675.515
-144,60,605.597
-142,60,538.385
-140,60,474.236
-138,60,413.485
-136,60,356.45
-134,60,303.424
-132,60,254.679
-130,60,210.457
-128,60,170.974
-126,60,136.417
-124,60,106.943
-122,60,82.679
-120,60,63.7196
-118,60,50.13
-116,60,41.9444
-114,60,39.1674
-112,60,41.7743
-110,60,49.7125
-108,60,62.9024
-106,60,81.2391
-104,60,104.594
-102,60,132.815
-100,60,165.731
-98,60,203.149
-96,60,244.861
-94,60,290.641
-92,60,340.248
-90,60,393.43
-88,60,449.919
-86,60,509.44
-84,60,571.705
-82,60,636.42
-80,60,703.281
-78,60,771.98
-76,60,842.2
-74,60,913.623
-72,60,985.923
-70,60,1058.77
-68,60,1131.85
-66,60,1204.82
-64,60,1277.35
-62,60,1349.12
-60,60,1419.8
-58,60,1489.08
-56,60,1556.64
-54,60,1622.17
-52,60,1685.37
-50,60,1745.96
-48,60,1803.67
-46,60,1858.21
-44,60,1909.36
-42,60,1956.87
-40,60,2000.53
-38,60,2040.13
-36,60,2075.51
-34,60,2106.48
-32,60,2132.92
-30,60,2154.71
-28,60,2171.73
-26,60,2183.91
-24,60,2191.19
-22,60,2193.52
-20,60,2190.9
-18,60,2183.32
-16,60,2170.79
-14,60,2153.36
-12,60,2131.08
-10,60,2104.04
-8,60,2072.33
-6,60,2036.07
-4,60,1995.38
-2,60,1950.43
0,60,1901.37
2,60,1848.41
4,60,1791.74
6,60,1731.59
8,60,1668.21
10,60,1601.86
12,60,1532.81
14,60,1461.37
16,60,1387.83
18,60,1312.54
20,60,1235.83
22,60,1158.06
24,60,1079.6
26,60,1000.82
28,60,922.107
30,60,843.859
32,60,766.469
34,60,690.334
36,60,615.85
38,60,543.409
40,60,473.396
42,60,406.187
44,60,342.144
46,60,281.615
48,60,224.93
50,60,172.398
52,60,124.306
54,60,80.9169
56,60,42.4654
58,60,9.15931
60,60,-18.8228
62,60,-41.333
64,60,-58.2537
66,60,-69.4989
68,60,-75.0138
70,60,-74.7746
72,60,-68.7882
74,60,-57.0917
76,60,-39.7513
78,60,-16.8617
80,60,11.4549
82,60,45.0503
84,60,83.7511
86,60,127.36
88,60,175.657
90,60,228.401
92,60,285.329
94,60,346.162
96,60,410.6
98,60,478.328
100,60,549.014
102,60,622.313
104,60,697.868
106,60,775.306
108,60,854.248
110,60,934.305
112,60,1015.08
114,60,1096.17
116,60,1177.17
118,60,1257.68
120,60,1337.29
122,60,1415.59
124,60,1492.19
126,60,1566.7
128,60,1638.74
130,60,1707.94
132,60,1773.95
134,60,1836.44
136,60,1895.1
138,60,1949.62
140,60,1999.73
142,60,2045.2
144,60,2085.8
146,60,2121.35
148,60,2151.67
150,60,2176.63
152,60,2196.12
154,60,2210.07
156,60,2218.43
158,60,2221.18
160,60,2218.32
162,60,2209.89
164,60,2195.95
166,60,2176.58
168,60,2151.9
170,60,2122.04
172,60,2087.17
174,60,2047.45
176,60,2003.1
178,60,1954.33
180,60,1901.39
-180,62,1863.86
-178,62,1806.86
-176,62,1746.15
-174,62,1682.02
-172,62,1614.8
-170,62,1544.81
-168,62,1472.38
-166,62,1397.88
-164,62,1321.68
-162,62,1244.17
-160,62,1165.72
-158,62,1086.75
-156,62,1007.66
-154,62,928.861
-152,62,850.767
-150,62,773.788
-148,62,698.334
-146,62,624.805
-144,62,553.595
-142,62,485.083
-140,62,419.635
-138,62,357.599
-136,62,299.304
-134,62,245.053
-132,62,195.129
-130,62,149.783
-128,62,109.243
-126,62,73.7035
-124,62,43.3299
-122,62,18.2559
-120,62,-1.41627
-118,62,-15.6163
-116,62,-24.3051
-114,62,-27.4746
-112,62,-25.1464
-110,62,-17.3713
-108,62,-4.22774
-106,62,14.1797
-104,62,37.7216
-102,62,66.2453
